MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude
"CB4.2C",397036,"BAY653","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/21/2015,10:37:00,27,,,7,"M ","ISM","M1","SALINITY",,11.54000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397036,"BAY653","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/21/2015,10:37:00,27,,,5,"M ","ISM","M1","SALINITY",,11.02000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397036,"BAY653","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/21/2015,10:37:00,27,,,3,"M ","ISM","M1","SALINITY",,9.98000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397036,"BAY653","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/21/2015,10:37:00,27,,,2,"M ","ISM","M1","SALINITY",,9.91000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397036,"BAY653","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/21/2015,10:37:00,27,,,1,"M ","ISM","M1","SALINITY",,9.85000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397036,"BAY653","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/21/2015,10:37:00,27,,,0.5,"M ","ISM","M1","SALINITY",,9.59000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,0.5,"S ","ISM","M1","SALINITY",,9.20000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,25,"M ","ISM","M1","SALINITY",,19.45000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,23,"M ","ISM","M1","SALINITY",,19.45000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,21,"M ","ISM","M1","SALINITY",,19.31000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,19,"M ","ISM","M1","SALINITY",,18.90000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,17,"M ","ISM","M1","SALINITY",,18.41000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,16,"M ","ISM","M1","SALINITY",,18.21000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,15,"M ","ISM","M1","SALINITY",,17.59000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,13,"M ","ISM","M1","SALINITY",,16.49000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,12,"M ","ISM","M1","SALINITY",,13.79000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,11,"M ","ISM","M1","SALINITY",,12.99000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,10,"M ","ISM","M1","SALINITY",,11.54000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,9,"M ","ISM","M1","SALINITY",,11.21000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,8,"M ","ISM","M1","SALINITY",,11.08000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,7,"M ","ISM","M1","SALINITY",,10.37000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,6,"M ","ISM","M1","SALINITY",,10.37000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,5,"M ","ISM","M1","SALINITY",,10.30000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,4,"M ","ISM","M1","SALINITY",,9.53000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,2,"M ","ISM","M1","SALINITY",,9.20000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,1,"M ","ISM","M1","SALINITY",,9.20000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,14,"BP","ISM","M1","SALINITY",,17.18000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,26,"B ","ISM","M1","SALINITY",,19.45000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",397035,"BAY652","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",7/7/2015,10:51:00,27.5,4.50,12.50,3,"AP","ISM","M1","SALINITY",,9.27000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,0.5,"S ","ISM","M1","SALINITY",,11.41000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,25,"M ","ISM","M1","SALINITY",,20.92000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,23,"M ","ISM","M1","SALINITY",,20.92000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,21,"M ","ISM","M1","SALINITY",,20.92000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,19,"M ","ISM","M1","SALINITY",,20.92000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,17,"M ","ISM","M1","SALINITY",,20.64000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,16,"M ","ISM","M1","SALINITY",,19.87000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,15,"M ","ISM","M1","SALINITY",,19.11000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,14,"M ","ISM","M1","SALINITY",,18.69000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,13,"M ","ISM","M1","SALINITY",,18.07000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,12,"M ","ISM","M1","SALINITY",,17.31000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,11,"M ","ISM","M1","SALINITY",,16.22000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,10,"M ","ISM","M1","SALINITY",,16.22000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,9,"M ","ISM","M1","SALINITY",,15.27000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,8,"M ","ISM","M1","SALINITY",,14.46000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,7,"M ","ISM","M1","SALINITY",,13.53000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,6,"M ","ISM","M1","SALINITY",,11.74000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,3,"M ","ISM","M1","SALINITY",,11.34000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,2,"M ","ISM","M1","SALINITY",,11.41000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,1,"M ","ISM","M1","SALINITY",,11.41000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,18,"BP","ISM","M1","SALINITY",,20.85000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,26,"B ","ISM","M1","SALINITY",,20.92000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396994,"BAY651","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/23/2015,10:55:00,27.5,6.50,16.50,5,"AP","ISM","M1","SALINITY",,11.41000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,0.5,"S ","ISM","M1","SALINITY",,12.59000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,25,"M ","ISM","M1","SALINITY",,14.53000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,23,"M ","ISM","M1","SALINITY",,13.59000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,21,"M ","ISM","M1","SALINITY",,13.46000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,19,"M ","ISM","M1","SALINITY",,13.19000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,15,"M ","ISM","M1","SALINITY",,12.93000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,13,"M ","ISM","M1","SALINITY",,12.66000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,11,"M ","ISM","M1","SALINITY",,12.66000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,7,"M ","ISM","M1","SALINITY",,12.59000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,5,"M ","ISM","M1","SALINITY",,12.59000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,3,"M ","ISM","M1","SALINITY",,12.59000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,2,"M ","ISM","M1","SALINITY",,12.59000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,1,"M ","ISM","M1","SALINITY",,12.59000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,17,"BP","ISM","M1","SALINITY",,12.99000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,26,"B ","ISM","M1","SALINITY",,16.77000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396993,"BAY650","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/2/2015,10:50:00,27,,,9,"AP","ISM","M1","SALINITY",,12.66000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,25,"M ","ISM","M1","SALINITY",,18.62000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,0.5,"S ","ISM","M1","SALINITY",,8.69000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,23,"M ","ISM","M1","SALINITY",,18.48000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,21,"M ","ISM","M1","SALINITY",,18.48000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,19,"M ","ISM","M1","SALINITY",,18.07000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,18,"M ","ISM","M1","SALINITY",,17.79000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,17,"M ","ISM","M1","SALINITY",,17.25000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,16,"M ","ISM","M1","SALINITY",,17.18000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,15,"M ","ISM","M1","SALINITY",,17.04000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,14,"M ","ISM","M1","SALINITY",,16.84000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,13,"M ","ISM","M1","SALINITY",,16.36000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,12,"M ","ISM","M1","SALINITY",,16.22000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,11,"M ","ISM","M1","SALINITY",,16.02000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,9,"M ","ISM","M1","SALINITY",,15.47000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,8,"M ","ISM","M1","SALINITY",,14.19000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,7,"M ","ISM","M1","SALINITY",,11.87000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,6,"M ","ISM","M1","SALINITY",,10.43000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,4,"M ","ISM","M1","SALINITY",,9.40000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,3,"M ","ISM","M1","SALINITY",,9.08000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,2,"M ","ISM","M1","SALINITY",,8.89000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,1,"M ","ISM","M1","SALINITY",,8.69000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,10,"BP","ISM","M1","SALINITY",,15.61000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,26,"B ","ISM","M1","SALINITY",,18.83000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396962,"BAY648","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/6/2015,10:55:00,27.5,6.50,8.50,5,"AP","ISM","M1","SALINITY",,10.11000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,0.5,"S ","ISM","M1","SALINITY",,13.93000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,25,"M ","ISM","M1","SALINITY",,19.11000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,23,"M ","ISM","M1","SALINITY",,19.04000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,21,"M ","ISM","M1","SALINITY",,18.97000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,19,"M ","ISM","M1","SALINITY",,18.83000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,17,"M ","ISM","M1","SALINITY",,18.69000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,15,"M ","ISM","M1","SALINITY",,18.28000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,14,"M ","ISM","M1","SALINITY",,17.86000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,13,"M ","ISM","M1","SALINITY",,17.04000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,12,"M ","ISM","M1","SALINITY",,15.20000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,11,"M ","ISM","M1","SALINITY",,14.80000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,9,"M ","ISM","M1","SALINITY",,14.46000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,8,"M ","ISM","M1","SALINITY",,14.33000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,7,"M ","ISM","M1","SALINITY",,14.26000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,5,"M ","ISM","M1","SALINITY",,13.99000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,3,"M ","ISM","M1","SALINITY",,13.99000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,2,"M ","ISM","M1","SALINITY",,13.99000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,1,"M ","ISM","M1","SALINITY",,13.93000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,16,"BP","ISM","M1","SALINITY",,18.62000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,27,"B ","ISM","M1","SALINITY",,19.24000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396940,"BAY646","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/7/2015,10:51:00,28,11.50,14.50,10,"AP","ISM","M1","SALINITY",,14.46000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396922,"BAY645","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/17/2015,09:43:00,28,1.50,11.50,0.5,"S ","ISM","M1","SALINITY",,13.06000,"PPT","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",396922,"BAY645","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/17/2015,09:43:00,28,1.50,11.50,25,"M ","ISM","M1","SALINITY",,22.67000,"PPT","F01 ",,,,,,38.64618,-76.42127
